procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0    256 448804 432524 6825580    0    0     0    18 1670 3298  1  2 97  0  0
 0  0    256 440316 432524 6825584    0    0     0     7 1835 3578  1  2 97  0  0
 0  0    256 450304 432528 6825588    0    0     0    18 1717 3673  2  3 95  0  0
 0  0    256 447804 432528 6825588    0    0     0    21 1695 3059  2  2 97  0  0
 0  0    256 451688 432528 6825592    0    0     1     7 1823 3853  2  2 96  0  0
 0  0    256 450108 432528 6825592    0    0     0    18 1864 3813  2  2 96  0  0
 0  0    256 448676 432528 6825596    0    0     0    12 1864 3653  2  2 96  0  0
 0  0    256 446184 432528 6825596    0    0     0    18 1676 3377  1  2 97  0  0
 0  0    256 443056 432528 6825600    0    0     0    16 2173 4334  4  4 93  0  0
 0  0    256 441204 432528 6825600    0    0     0    18 1989 4063  2  3 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0    256 451352 432528 6825600    0    0     0    11 1881 3500  2  2 96  0  0
 2  0    256 450676 432528 6825600    0    0     0    18 2056 3914  2  2 96  0  0
 0  0    256 439876 432528 6825628    0    0     6    12 2035 4048  1  2 96  0  0
 0  0    256 443848 432528 6825628    0    0     0    17 2000 4047  2  2 97  0  0
 0  0    256 444892 432528 6825632    0    0     0     7 1909 3860  2  2 97  0  0
 0  0    256 444104 432528 6825636    0    0     0    23 2249 4484  2  4 94  0  0
 0  0    256 448260 432528 6825636    0    0     0    13 2177 4502  2  2 96  0  0
 0  0    256 447576 432528 6825636    0    0     0    22 1955 3894  2  2 96  0  0
 0  0    256 440704 432528 6825644    0    0     0     7 1979 4065  2  2 96  0  0
 0  0    256 442516 432528 6825644    0    0     0    24 2098 4235  2  2 96  0  0
 0  0    256 452176 432528 6825648    0    0     0    13 2025 4035  2  2 96  0  0
 0  0    256 447032 432528 6825648    0    0     0    22 2378 4628  3  4 93  0  0
 0  0    256 438736 432528 6825648    0    0     0     7 2299 4489  2  3 95  0  0
 0  0    256 438276 432528 6825648    0    0     0    19 2175 4292  2  2 96  0  0
 0  0    256 449496 432528 6825648    0    0     0    38 2162 3969  2  2 96  0  0
 0  0    256 448268 432528 6825652    0    0     0    15 2313 4435  2  2 96  0  0
 0  0    256 434208 432528 6825652    0    0     0    11 2288 4294  2  2 96  0  0
 0  0    256 441632 432528 6825652    0    0     0    21 2178 4025  2  2 96  0  0
 0  0    256 444700 432528 6825652    0    0     0    12 2376 5142  2  3 96  0  0
 0  0    256 447584 432528 6825652    0    0     0    13 2266 4761  2  2 96  0  0
 0  0    256 446192 432528 6825660    0    0     0    15 2566 4918  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0    256 445716 432528 6825664    0    0     0    18 2276 4360  1  2 97  0  0
 0  0    256 443564 432528 6825664    0    0     0    12 2719 5311  2  3 95  0  0
 0  0    256 446356 432528 6825664    0    0     0    13 2641 5101  2  2 96  0  0
 0  0    256 447744 432528 6825664    0    0     0    14 2625 5226  3  4 92  0  0
 5  0    256 446252 432528 6825664    0    0     0    12 2287 4417  2  2 96  0  0
 0  0    256 450756 432528 6825664    0    0     0     7 2907 5774  2  2 95  0  0
 0  0    256 446588 432528 6825668    0    0     0    16 2370 4660  2  2 97  0  0
 0  0    256 444632 432528 6825672    0    0     0    18 2561 4735  2  2 96  0  0
 0  0    256 443456 432528 6825688    0    0     0    12 2754 5265  2  2 96  0  0
 1  0    256 443648 432528 6825688    0    0     0    13 2732 5685  4  5 92  0  0
 2  0    256 443836 432528 6825688    0    0     0     7 2422 4917  2  2 97  0  0
 0  0    256 435560 432528 6825692    0    0     0    11 2472 4807  3  2 95  0  0
 0  0    256 446936 432528 6825700    0    0     0    19 2676 5197  2  2 96  0  0
 0  0    256 431384 432528 6825700    0    0     0    25 2811 5619  3  3 95  0  0
 0  0    256 445820 432528 6825700    0    0     0    12 2462 4700  2  2 96  0  0
 0  0    256 441096 432528 6825704    0    0     0     7 2891 5857  3  3 94  0  0
 2  0    256 446248 432528 6825700    0    0     0    14 2691 5329  2  2 96  0  0
 2  0    256 436332 432528 6825704    0    0     0    42 2917 5801  2  2 96  0  0
 0  0    256 448040 432528 6825700    0    0     0    15 2767 5381  1  2 97  0  0
 2  0    256 445880 432528 6825700    0    0     0    12 2822 5507  2  2 96  0  0
 1  0    256 435364 432528 6825720    0    0     0    12 3042 6235  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0    256 434440 432528 6825720    0    0     0    12 2465 4699  1  2 97  0  0
 0  0    256 432220 432528 6825704    0    0     0    13 3396 6875  4  5 91  0  0
 0  0    256 431688 432528 6825712    0    0     0    18 2711 5521  2  2 96  0  0
 0  0    256 437904 432528 6825716    0    0     0    15 2973 5995  2  3 95  0  0
 0  0    256 441068 432528 6825720    0    0     0     7 2913 5797  2  2 96  0  0
 0  0    256 441640 432528 6825720    0    0     0    15 3060 6416  2  2 95  0  0
 0  0    256 437608 432528 6825720    0    0     0    13 3089 5878  2  3 95  0  0
 0  0    256 436492 432528 6825720    0    0     0    18 3420 6825  3  3 95  0  0
 0  0    256 438844 432528 6825724    0    0     0     7 3098 6068  2  3 95  0  0
 2  0    256 433352 432528 6825724    0    0     0    15 3366 6817  3  3 94  0  0
 0  0    256 443508 432528 6825724    0    0     0    15 2956 5731  2  3 95  0  0
 0  0    256 430900 432528 6825724    0    0     0    12 3688 7275  3  3 95  0  0
 0  0    256 440584 432528 6825724    0    0     0    12 3625 7158  2  3 95  0  0
 0  0    256 438396 432528 6825724    0    0     0    12 3745 7746  3  4 93  0  0
 0  0    256 439256 432528 6825728    0    0     0    11 3227 6196  2  3 96  0  0
 0  0    256 440104 432528 6825732    0    0     0    15 3602 7258  3  4 94  0  0
 0  0    256 440196 432528 6825732    0    0     0    16 3467 6939  2  3 95  0  0
 3  0    256 442112 432528 6825732    0    0     0    12 3753 7634  3  3 94  0  0
 0  0    256 439872 432528 6825736    0    0     0    13 3531 7447  2  3 95  0  0
 0  0    256 441840 432528 6825736    0    0     0    24 3792 7591  3  4 93  0  0
 0  0    256 444720 432528 6825740    0    0     0    59 3606 7001  2  3 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0    256 438912 432528 6825740    0    0     0    38 3736 7415  2  4 94  0  0
 0  0    256 437472 432528 6825740    0    0     0    13 3661 7317  2  3 95  0  0
 0  0    256 436068 432528 6825740    0    0     0    17 3881 7752  3  4 94  0  0
 0  0    256 434432 432528 6825740    0    0     0    14 3617 7349  2  3 95  0  0
 2  0    256 429968 432528 6825744    0    0     0    18 4089 8108  3  4 94  0  0
 1  0    256 443472 432528 6825748    0    0     0    21 3949 7314  3  3 95  0  0
 0  0    256 437344 432528 6825756    0    0     0    26 3928 8208  3  4 94  0  0
 0  0    256 433872 432528 6825756    0    0     0    20 3661 7756  2  3 95  0  0
 0  0    256 439324 432528 6825776    0    0     4    24 4121 8613  3  3 94  0  0
 0  0    256 439156 432528 6825776    0    0     0    82 4048 8462  2  3 95  0  0
 0  0    256 434196 432528 6825776    0    0     0    10 3976 8291  2  4 94  0  0
 0  0    256 443152 432528 6825788    0    0     0    19 4066 8125  2  3 95  0  0
 0  0    256 436060 432528 6825788    0    0     0    18 4359 9052  3  4 94  0  0
 0  0    256 443996 432528 6825788    0    0     0    16 3907 8143  2  3 95  0  0
 0  0    256 433440 432528 6825788    0    0     0    12 4428 8925  3  3 94  0  0
 0  0    256 432920 432528 6825788    0    0     0    13 4215 8410  2  3 94  0  0
 0  0    256 440952 432528 6825792    0    0     0    13 4432 9193  3  5 92  0  0
 1  0    256 437692 432528 6825796    0    0     0    17 4244 8568  2  3 94  0  0
 1  0    256 432236 432532 6825800    0    0     0    16 4331 9441  3  3 94  0  0
 0  0    256 432596 432532 6825800    0    0     0    21 4410 9007  2  3 95  0  0
 0  0    256 441056 432532 6825800    0    0     0    12 4459 9076  3  3 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0    256 439588 432532 6825800    0    0     0    14 4532 9120  3  3 94  0  0
 0  0    256 438680 432532 6825804    0    0     0    13 4523 9911  3  4 93  0  0
 2  0    256 436832 432532 6825804    0    0     0    14 4357 8616  3  3 95  0  0
 0  0    256 440960 432532 6825808    0    0     0    10 4867 9949  3  4 93  0  0
 3  0    256 440772 432532 6825808    0    0     0    15 4416 9105  2  3 94  0  0
 0  0    256 440144 432532 6825808    0    0     0    14 4146 8658  2  3 95  0  0
 0  0    256 442316 432532 6825808    0    0     0    14 3229 6326  2  2 96  0  0
 0  0    256 434016 432532 6825812    0    0     0     7 2888 5869  2  3 95  0  0
 0  0    256 438716 432532 6825812    0    0     0    15 1946 3850  1  1 98  0  0
 0  0    256 435292 432532 6825816    0    0     0    16 1542 3257  2  1 97  0  0
 0  0    256 435812 432532 6825816    0    0     0    15  564 1101  1  1 99  0  0
 0  0    256 448224 432532 6825816    0    0     0    12  816 1869  1  1 98  0  0
 0  0    256 444708 432532 6825816    0    0     0    13  548 1260  1  1 99  0  0
 0  0    256 440932 432532 6825820    0    0     0    18  633 1412  1  1 98  0  0
 0  0    256 450864 432532 6825820    0    0     0    13  532 1189  1  1 99  0  0
 0  0    256 432520 432532 6825820    0    0     0    11  785 1866  1  1 98  0  0
 0  0    256 432548 432532 6825820    0    0     0    13  558 1201  1  1 99  0  0
 0  0    256 430088 432532 6825832    0    0     0     8  663 1457  1  1 97  0  0
 0  0    256 432420 432532 6825836    0    0     0    21  507 1201  1  1 99  0  0
 0  0    256 435524 432532 6825836    0    0     0    22  840 2011  1  1 97  0  0
 0  0    256 435080 432532 6825836    0    0     0    13  394  790  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0    256 438664 432532 6825840    0    0     0     7  814 1868  1  1 97  0  0
 0  0    256 438228 432532 6825840    0    0     0    15  574 1278  1  1 99  0  0
 1  0    256 430600 432532 6825840    0    0     0    12  661 1391  1  1 98  0  0
 0  0    256 443340 432532 6825844    0    0     0    14  524 1224  1  1 99  0  0
 0  0    256 438304 432532 6825844    0    0     0    14  906 2053  1  1 97  0  0
 0  0    256 438380 432532 6825844    0    0     0    12  503 1171  1  1 99  0  0
 0  0    256 441228 432532 6825828    0    0     0    12  779 1654  1  1 98  0  0
 0  0    256 432932 432532 6825828    0    0     0    13  561 1378  1  1 98  0  0
 0  0    256 430780 432532 6825832    0    0     0    11  752 1711  1  1 98  0  0
 0  0    256 438872 432532 6825832    0    0     0    14  383  759  1  1 99  0  0
 0  0    256 427088 432532 6825836    0    0     0    10  799 1862  2  1 98  0  0
 0  0    256 426908 432540 6825848    0    0     2   904  707 1539  2  1 97  0  0
 0  0    256 420008 432540 6825852    0    0     0    42  790 1734  1  1 98  0  0
